idvotacao;proposicao_id;proposicao_uri;proposicao_titulo;proposicao_ementa;proposicao_siglatipo;proposicao_numero;proposicao_ano;__reason
2234260-169;2549732;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549732;SBT 1 => PL 6461/2019;;SBT;1;;fk_missing:proposicao_id
2234260-169;2556934;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2556934;REQ 3701/2025;Nos termos do que dispõe o art. 142 do Regimento Interno da Câmara dos Deputados, requeiro a Vossa Excelência a apensação do Projeto de Lei nº 1.032/2024, ao Projeto de Lei nº 6461/2019, por tratarem de matérias correlatas, nos termos regimentais.;REQ;3701;2025;fk_missing:proposicao_id
2234260-169;2573923;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2573923;REQ 4345/2025;Requer o apensamento do Projeto de Lei nº 1.032, de 2024, ao Projeto de Lei nº 6.461, de 2019.;REQ;4345;2025;fk_missing:proposicao_id
2234260-169;2576691;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576691;PRLE 1 => PL 6461/2019;Institui o Estatuto do Aprendiz e dá outras providências.;PRLE;1;;fk_missing:proposicao_id
2234260-169;2576714;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576714;RPD 86 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;86;;fk_missing:proposicao_id
2234260-169;2576716;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576716;RPD 87 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;87;;fk_missing:proposicao_id
2234260-169;2576822;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576822;RPD 88 => PL 6461/2019;Requerimento de Adiamento da Discussão Matéria Urgente - PL 6461/2019;RPD;88;;fk_missing:proposicao_id
2234260-169;2576826;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576826;RPD 89 => PL 6461/2019;Votação Nominal do Requerimento de Adiamento da Discussão Matéria Urgente - PL 6461/2019-Requerimento de Adiamento da Discussão Matéria Urgente - PL 6461/2019;RPD;89;;fk_missing:proposicao_id
2234260-169;2576827;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576827;RPD 90 => PL 6461/2019;Requerimento de Adiamento da Votação Matéria Urgente - PL 6461/2019;RPD;90;;fk_missing:proposicao_id
2234260-169;2576828;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576828;RPD 91 => PL 6461/2019;Votação Nominal do Requerimento de Adiamento da Votação Matéria Urgente - PL 6461/2019-Requerimento de Adiamento da Votação Matéria Urgente - PL 6461/2019;RPD;91;;fk_missing:proposicao_id
2234260-169;2576829;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576829;RPD 92 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;92;;fk_missing:proposicao_id
2234260-169;2576830;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576830;RPD 93 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;93;;fk_missing:proposicao_id
2234260-169;2576831;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576831;RPD 94 => PL 6461/2019;Requerimento de Votação Nominal - PL 6461/2019;RPD;94;;fk_missing:proposicao_id
2234260-169;2577401;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577401;RPD 95 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;95;;fk_missing:proposicao_id
2234260-169;2577403;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577403;RPD 96 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;96;;fk_missing:proposicao_id
2234260-169;2577522;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577522;RPD 97 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;97;;fk_missing:proposicao_id
2234260-169;2577524;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577524;RPD 98 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;98;;fk_missing:proposicao_id
2234260-169;2577765;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577765;RPD 99 => PL 6461/2019;Requerimento Procedimental Genérico - PL 6461/2019;RPD;99;;fk_missing:proposicao_id
2234260-169;2578081;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578081;RPD 100 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;100;;fk_missing:proposicao_id
2234260-169;2578082;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578082;RPD 101 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;101;;fk_missing:proposicao_id
2234260-169;2578207;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578207;RPD 102 => PL 6461/2019;Requerimento Procedimental Genérico - PL 6461/2019;RPD;102;;fk_missing:proposicao_id
2234260-169;2578630;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578630;RPD 103 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;103;;fk_missing:proposicao_id
2234260-169;2578631;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578631;RPD 104 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;104;;fk_missing:proposicao_id
2234260-169;2578678;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578678;DTQ 18 => PL 6461/2019;Destaque de Emenda - PL 6461/2019;DTQ;18;;fk_missing:proposicao_id
2234260-169;2578680;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2578680;RPD 105 => PL 6461/2019;Votação Nominal do Destaque de Emenda - PL 6461/2019-Destaque de Emenda - PL 6461/2019;RPD;105;;fk_missing:proposicao_id
2234260-169;2579007;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2579007;RPD 106 => PL 6461/2019;Requerimento Procedimental Genérico - PL 6461/2019;RPD;106;;fk_missing:proposicao_id
2234260-169;2579025;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2579025;RPD 107 => PL 6461/2019;Requerimento para Retirada de Tramitação de RPD/DTQ - PL 6461/2019;RPD;107;;fk_missing:proposicao_id
2234260-169;2580224;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2580224;RPD 108 => PL 6461/2019;Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;108;;fk_missing:proposicao_id
2234260-169;2580225;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2580225;RPD 109 => PL 6461/2019;Votação Nominal do Requerimento de Retirada de Pauta - PL 6461/2019-Requerimento de Retirada de Matéria da Pauta - PL 6461/2019;RPD;109;;fk_missing:proposicao_id
2234260-169;2582057;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2582057;RPD 110 => PL 6461/2019;Requerimento para Retirada de Tramitação de RPD/DTQ - DTQ 10 => PL 6461/2019;RPD;110;;fk_missing:proposicao_id
2368697-38;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-38;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-38;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-38;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-38;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-38;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-43;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-43;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-43;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-43;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-43;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-43;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-49;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-49;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-49;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-49;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-49;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-49;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-51;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-51;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-51;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-51;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-51;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-51;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-53;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-53;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-53;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-53;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-53;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-53;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-59;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-59;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-59;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-59;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-59;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-59;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-62;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-62;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-62;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-62;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-62;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-62;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-65;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-65;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-65;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-65;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-65;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-65;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-68;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-68;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-68;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-68;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-68;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-68;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-71;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-71;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-71;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-71;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-71;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-71;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2368697-73;2371768;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2371768;REQ 2122/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;REQ;2122;2023;fk_missing:proposicao_id
2368697-73;2409511;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2409511;REQ 4187/2023;Requer o apensamento do Projeto de Lei nº 3.025, de 2023 ao Projeto de Lei nº 1.572, de 2023, por tratarem de matérias correlatas.;REQ;4187;2023;fk_missing:proposicao_id
2368697-73;2411880;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411880;PRLP 1 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;1;;fk_missing:proposicao_id
2368697-73;2416132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416132;REQ 4449/2023;Requer o apensamento do Projeto de Lei nº 3025, de 2023 ao Projeto de Lei nº 936, de 2023, por tratarem de matérias correlatas.;REQ;4449;2023;fk_missing:proposicao_id
2368697-73;2585471;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2585471;PRLP 2 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;2;;fk_missing:proposicao_id
2368697-73;2593379;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2593379;PRLP 3 => PL 3025/2023;Dispõe sobre normas de controle de origem, compra, venda e transporte de ouro no território nacional e altera a Lei nº 7.766, de 11 de maio de 1989.;PRLP;3;;fk_missing:proposicao_id
2419185-69;2579221;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2579221;REQ 4607/2025;Requer regime de urgência para apreciação do PL nº 539, de 2024, que “altera a Lei nº 7.565, de 19 de dezembro de 1986, que institui o Código Brasileiro de Aeronáutica, para estabelecer hipóteses de autorização da realização de serviços aéreos de transporte doméstico por empresas sulamericanas na Amazônia Legal”.;REQ;4607;2025;fk_missing:proposicao_id
2419185-72;2579221;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2579221;REQ 4607/2025;Requer regime de urgência para apreciação do PL nº 539, de 2024, que “altera a Lei nº 7.565, de 19 de dezembro de 1986, que institui o Código Brasileiro de Aeronáutica, para estabelecer hipóteses de autorização da realização de serviços aéreos de transporte doméstico por empresas sulamericanas na Amazônia Legal”.;REQ;4607;2025;fk_missing:proposicao_id
2233802-72;2394677;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2394677;PRL 1 CCJC => PEC 221/2019;Parecer do Relator, Dep. Tarcísio Motta (PSOL-RJ), pela admissibilidade.;PRL;1;;fk_missing:proposicao_id
2233802-72;2395596;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2395596;PRL 2 CCJC => PEC 221/2019;Parecer do Relator, Dep. Tarcísio Motta (PSOL-RJ), pela admissibilidade.;PRL;2;;fk_missing:proposicao_id
2233802-72;2401588;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401588;RPD 1 CCJC => PEC 221/2019;Requerimento de Retirada de Matéria da Pauta - PEC 221/2019;RPD;1;;fk_missing:proposicao_id
2233802-72;2401601;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401601;RPD 2 CCJC => PEC 221/2019;Requerimento de Inversão da Pauta - PEC 221/2019;RPD;2;;fk_missing:proposicao_id
2233802-72;2401641;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401641;RPD 3 CCJC => PEC 221/2019;Requerimento de Adiamento da Discussão - PEC 221/2019;RPD;3;;fk_missing:proposicao_id
