 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Institucional e juridico    |        22 |        31 |          0 |          61
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Institucional e juridico    |         3 |         1 |          0 |           4
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Internacional               |         7 |         3 |          0 |          10
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Internacional               |         0 |         1 |          0 |           1
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Seguranca                   |         4 |         3 |          0 |           8
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Seguranca                   |         1 |         2 |          0 |           3
      2023 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Social                      |        11 |        14 |          0 |          30
      2026 |      204572 | ALBERTO BARROS CAVALCANTE NETO                      | Social                      |         2 |         1 |          0 |           3
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Ambiental e energetico      |         5 |         2 |          0 |           7
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Cultura e sociedade         |         4 |         7 |          0 |          11
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Economico                   |        25 |        30 |          0 |          55
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Infraestrutura e tecnologia |         3 |         2 |          0 |           5
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Institucional e juridico    |        19 |        20 |          0 |          39
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Internacional               |         0 |         7 |          0 |           7
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Seguranca                   |         1 |         1 |          0 |           2
      2023 |       74696 | ALBERTO PEREIRA MOURÃO                              | Social                      |         9 |        15 |          0 |          24
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Ambiental e energetico      |         2 |         6 |          0 |           8
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Ambiental e energetico      |         4 |         2 |          0 |           6
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Cultura e sociedade         |         5 |         5 |          0 |          10
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Cultura e sociedade         |         3 |         1 |          0 |           4
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Economico                   |        27 |        26 |          0 |          53
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Economico                   |         7 |         3 |          0 |          10
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Infraestrutura e tecnologia |         1 |         1 |          0 |           2
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Institucional e juridico    |        17 |        15 |          0 |          32
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Institucional e juridico    |         1 |         1 |          0 |           2
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Internacional               |         4 |         4 |          0 |           8
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Internacional               |         1 |         2 |          0 |           3
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Seguranca                   |         2 |         5 |          0 |           7
      2024 |      160559 | ALCEU MOREIRA DA SILVA                              | Seguranca                   |         0 |         1 |          0 |           1
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Seguranca                   |         1 |         1 |          0 |           2
      2023 |      160559 | ALCEU MOREIRA DA SILVA                              | Social                      |         5 |        13 |          0 |          18
      2026 |      160559 | ALCEU MOREIRA DA SILVA                              | Social                      |         1 |         2 |          0 |           3
