Q5 complemento - ranking completo de fornecedores
 ano_dados |                                                                   fornecedor                                                                   | qtd_lancamentos | total_pago  
      2026 | COM. DE COMB. E LUBRIFICANTES PARAISAO LTDA                                                                                                    |               1 |      201.17
      2026 | POSTO SESSENTA EIRELI                                                                                                                          |               1 |      201.15
      2026 | ABARSOL COMERCIO DE ALIMENTOS LTDA                                                                                                             |               4 |      201.15
      2026 | SIM REDE DE POSTOS LTDA - CAXIAS ROTA DO SOL                                                                                                   |               1 |      201.04
      2026 | DEMAMAN & DEMAMAN LTDA                                                                                                                         |               1 |      201.00
      2026 | SILVA E WALTRICH COMBUSTIVEIS LTDA                                                                                                             |               1 |      201.00
      2026 | PAIM BORDIGNON E CIA LTDA                                                                                                                      |               1 |      200.85
      2026 | COMERCIAL DE COMBUSTIVEIS SERRANO LTDA                                                                                                         |               1 |      200.84
      2026 | CJ FREITAS PROD NATURAIS LTDA                                                                                                                  |               4 |      200.78
      2026 | sp comercio                                                                                                                                    |               1 |      200.73
      2026 | AUTO POSTO PEGORARO LTDA                                                                                                                       |               1 |      200.60
      2026 | AUTO POSTO MEDICINA LTDA.                                                                                                                      |               2 |      200.52
      2026 | Concessionária Rota das Bandeiras                                                                                                              |              16 |      200.50
      2026 | AUTO POSTO SHOW DO MILHAO LTDA                                                                                                                 |               1 |      200.27
      2026 | RONILSON FERNANDES DE OLIVEIRA ME                                                                                                              |               1 |      200.26
      2026 | AUTO POSTO KINSAT LTDA                                                                                                                         |               1 |      200.22
      2026 | POSTO CIDADE PATRIMONIO LTDA                                                                                                                   |               1 |      200.20
      2026 | SILVA SOBRINHO COMBUSTIVEIS LTDA                                                                                                               |               2 |      200.16
      2026 | AUTO POSTO 2007 LTDA                                                                                                                           |               1 |      200.11
      2026 | BEL POSTO DE COMBUSTIVEIS LTDA                                                                                                                 |               1 |      200.10
      2026 | POSTO DE COMBUSTIVEL ISIS LTDA                                                                                                                 |               1 |      200.09
      2026 | QUALIMAX 10 POSTO DE GASOLINA LTDA                                                                                                             |               1 |      200.09
      2026 | L. S. DA SILVA COMBUSTIVEIS                                                                                                                    |               1 |      200.09
      2026 | AUTO POSTO RIZADINHA LTDA (A POSTO RIZADINHA LT)                                                                                               |               1 |      200.07
      2026 | MOTTA PINHEIRO COM DE COMB EIRELI                                                                                                              |               1 |      200.07
      2026 | ABASTECEDORA DE COMBUSTIVEIS GKS LTDA                                                                                                          |               1 |      200.06
      2026 | MIGRA COMBUSTIVEIS LTDA                                                                                                                        |               1 |      200.06
      2026 | AUTO POSTO SANTA LUIZA                                                                                                                         |               1 |      200.05
      2026 | PATRAO 20                                                                                                                                      |               1 |      200.05
      2026 | POSTO TREVO SETUBINHA LTDA ME                                                                                                                  |               1 |      200.05
      2026 | AUTO POSTO FARTURA DO IGUACU LTDA                                                                                                              |               1 |      200.05
      2026 | Posto de Combustível Mutum Ltda                                                                                                                |               1 |      200.05
      2026 | AUTO POSTO NACIONAL LTDA                                                                                                                       |               1 |      200.04
      2026 | AUTO POSTO BANDEIRA PAULISTA LT                                                                                                                |               1 |      200.03
      2026 | MIRANDOPOLIS AUTO POSTO LTDA                                                                                                                   |               1 |      200.03
      2026 | POSTO, RESTAURANTE E LANCHONETE FR BRANCO LTD                                                                                                  |               1 |      200.03
      2026 | AUTO POSTO PEDRO PELANDA LTDA                                                                                                                  |               1 |      200.03
      2026 | S MEDEIROS JUNIOR COMBUSTIVEIS LTDA                                                                                                            |               1 |      200.03
      2026 | ABASTECEDORA DE COMBUSTIVEIS ARARICA LTDA                                                                                                      |               1 |      200.03
      2026 | AUTO POSTO GRANDE TREVO LTDA                                                                                                                   |               1 |      200.02
      2026 | A K SILVA SANTOS COMBUSTIVEIS LTDA                                                                                                             |               1 |      200.02
      2026 | VALENTIN & CIA COMERCIO DE COMBUSTIVEIS LTDA                                                                                                   |               1 |      200.02
      2026 | AUTO POSTO DO MEL LTDA                                                                                                                         |               1 |      200.02
      2026 | AUTO POSTO GONTIJO LTDA                                                                                                                        |               1 |      200.02
      2026 | AUTO POSTO NOZOCA                                                                                                                              |               1 |      200.01
      2026 | GHANDI SECAF & CIA LTDA                                                                                                                        |               1 |      200.01
      2026 | GAPERINHO COM DE COMBUST E SERVICOS LTDA                                                                                                       |               1 |      200.01
      2026 | DOIS PINHEIROS AUTO POSTO LTDA                                                                                                                 |               1 |      200.00
      2026 | CENTRO AUTOMOTIVO CANOAS LTDA                                                                                                                  |               1 |      200.00
      2026 | 9L COMERCIAL DE COMBUSTIVEIS LTDA                                                                                                              |               1 |      200.00
      2026 | Posto Ferreira Rodrigues Para de M. Ltda                                                                                                       |               1 |      200.00
      2026 | TINGAS DO BRASIL POSTO DE GASOLINA LTDA                                                                                                        |               1 |      200.00
      2026 | JJS COMERCIO DE COMBUSTIVEIS LTDA                                                                                                              |               1 |      200.00
      2026 | POSTO DRAGAO DE IGUACU LTDA                                                                                                                    |               2 |      200.00
      2026 | J R EQUIPAMENTOS PARA COMUNICACAO LTDA                                                                                                         |               1 |      200.00
      2026 | J R POSTO DE COMBUSTIVEIS LTDA                                                                                                                 |               1 |      200.00
      2026 | TONÉL COMBUSTÍVEIS LTDA                                                                                                                        |               1 |      200.00
      2026 | RILZENE MATOS DE L OLIVEIRA                                                                                                                    |               1 |      200.00
      2026 | MAXI POSTO VIII LTDA                                                                                                                           |               1 |      200.00
      2026 | JG COMERCIO DE PETROLEO                                                                                                                        |               1 |      200.00
      2026 | E & L COMMERCIAL LTDA                                                                                                                          |               1 |      200.00
      2026 | CODEPE COMBUSTIVEIS LTDA VIAVERDE                                                                                                              |               1 |      200.00
      2026 | AGUIAR PETROLEO E LOCACOES LTDA SAO CRISTOVAO                                                                                                  |               1 |      200.00
      2026 | RHAM AUTO POSTO LUZIANIA LTDA                                                                                                                  |               1 |      200.00
      2026 | AUTO POSTO BIZUNGA LT                                                                                                                          |               1 |      200.00
      2026 | MF RAMOS EMP. E TRANSPORTES LTDA.                                                                                                              |               1 |      200.00
      2026 | OURO NEGRO COMB LUB ACESS SERV LTDA                                                                                                            |               1 |      200.00
      2026 | AUTO POSTO DOUTOR CARVALHO LTDA                                                                                                                |               1 |      200.00
      2026 | MF COMBUSTIVEIS LUBRIFICANTES E SERVICOS LTDA                                                                                                  |               1 |      200.00
      2026 | AUTO POSTO GUAICURUS LTDA                                                                                                                      |               2 |      200.00
      2026 | AUTO POSTO PIMENTA BUENO LTDA                                                                                                                  |               1 |      200.00
      2026 | SIM REDE DE POSTOS LTDA - ESTEIO EXPOINTER                                                                                                     |               1 |      200.00
      2026 | V8 COMERCIO DE DERIVADOS DE PETROLEO LTDA                                                                                                      |               1 |      200.00
      2026 | Renascença - Los Angeles                                                                                                                       |               1 |      200.00
      2026 | ESTACAO DE COMBUSTIVEIS CARLOS BARBOSA LTDA                                                                                                    |               1 |      200.00
      2026 | AUTO POSTO E TRANP. GARCIA MAIS LTDA                                                                                                           |               1 |      200.00
      2026 | POSTO SANTA TEREZINHA LTDA F4                                                                                                                  |               1 |      200.00
      2026 | winner comercio varejista de combustiveis                                                                                                      |               1 |      200.00
      2026 | VALE DOURADO COMBUSTIVEIS LTDA                                                                                                                 |               1 |      200.00
      2026 | POSTO SANTA TEREZA LTDA                                                                                                                        |               1 |      200.00
      2026 | AUTO POSTO TREVO DE CALDAS LTDA.                                                                                                               |               1 |      200.00
      2026 | AUTO POSTO PEDRO GHISONI LTDA                                                                                                                  |               1 |      200.00
      2026 | COMERCIAL GARCIA MENESES LTDA                                                                                                                  |               1 |      200.00
      2026 | ARCO POSTO DE SERVIÇOS LTDA                                                                                                                    |               2 |      200.00
      2026 | POSTO ALMEIDA E FREITAS                                                                                                                        |               1 |      200.00
      2026 | MINEIRO DE CABO FRIO COMERCIO DE COMBUSTIVEIS LTDA                                                                                             |               1 |      200.00
      2026 | GALAPAGOS CENTRO AUTOMOTIVO LTDA WAL                                                                                                           |               1 |      200.00
      2026 | AUTO POSTO TUCUMANTEL TAMANDARE LTDA                                                                                                           |               2 |      200.00
      2026 | Auto Posto Lorinho Jacareí Ltda                                                                                                                |               1 |      200.00
      2026 | POSTO DE COMBUSTIVEIS DONA CLARA                                                                                                               |               1 |      200.00
      2026 | PEDRA BRANCA POSTO DE COMBUSTIVEIS LTDA                                                                                                        |               1 |      200.00
      2026 | MANAUS POSTO V8 LTDA.                                                                                                                          |               1 |      200.00
      2026 | HOMEM TAVARES QUEIROZ LTDA EPP                                                                                                                 |               1 |      200.00
      2026 | POSTO A4 LTDA                                                                                                                                  |               1 |      200.00
      2026 | COMERCIO DE COMBUSTIVEIS AEROPOSTO LTDA                                                                                                        |               2 |      200.00
      2026 | AUTO POSTO UNIVERSITÁRIO FERNANDÓPOLIS LTDA.                                                                                                   |               1 |      200.00
      2026 | POSTO KATIA LOCATELLI LTDA                                                                                                                     |               1 |      200.00
      2026 | DANELUZ RODRIGUES 52884392068                                                                                                                  |               1 |      200.00
      2026 | DAM DERIVADOS DE PETROLEO LTDA                                                                                                                 |               1 |      200.00
      2026 | posto Romão LTDA                                                                                                                               |               1 |      200.00
      2026 | SIM REDE DE POSTOS LTDA - GRAMADO CENTRO                                                                                                       |               1 |      200.00
      2026 | SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA                                                                                               |               1 |      200.00
      2026 | Neivaldo Alencar Hoffman                                                                                                                       |               1 |      200.00
      2026 | qualli Comércio de Combustíveis Ltda                                                                                                           |               1 |      200.00
      2026 | SERRAMBI COMERCIO DE COMBUSTIVEIS LTDA                                                                                                         |               1 |      200.00
      2026 | AUTO POSTO MACPETRO LTDA                                                                                                                       |               2 |      200.00
      2026 | AUTO POSTO MADRID LTDA                                                                                                                         |               1 |      200.00
      2026 | MESQUITA E PADILHA LTDA                                                                                                                        |               1 |      200.00
      2026 | SIM REDE DE POSTOS LTDA - GRAVATAI PASSO DAS PEDRAS                                                                                            |               1 |      200.00
      2026 | 024 - CTN - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA                                                                                             |               1 |      200.00
      2026 | COMERCIO DE COMBUSTIVEIS DO IVAN LTDA                                                                                                          |               1 |      200.00
      2026 | CAMBRAIA E FONSECA LTDA ME                                                                                                                     |               1 |      200.00
      2026 | N B SERVICOS DE HOTELARIA LTDA                                                                                                                 |               1 |      200.00
      2026 | HOLANDA & REGO COMERCIO DE COMBUSTIVEIS LTDA                                                                                                   |               1 |      200.00
      2026 | PERTIN AUTO POSTO II LTDA                                                                                                                      |               1 |      200.00
      2026 | QUIRINO E SOUZA COMERCIO DE PETROLEO E SERVICOS LTDA                                                                                           |               1 |      200.00
      2026 | POSTO RIO SAO PAULO LTDA                                                                                                                       |               1 |      200.00
      2026 | POSTO DE COMBUSTIVEIS AQUI MARTE                                                                                                               |               1 |      200.00
      2026 | R13 VIA BRASILIA COMERCIO DE PRODUTOS DERIVADOS DE PETROLEO                                                                                    |               1 |      200.00
      2026 | VANDEBERG JOSE DE ALMEIDA GOES                                                                                                                 |               1 |      200.00
      2026 | A P C MOREIRA LTDA                                                                                                                             |               1 |      200.00
      2026 | R3 - AGUIA FOZ COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA                                                                                      |               1 |      200.00
      2026 | POSTO SOCIAL DE FURNAS LTDA                                                                                                                    |               1 |      200.00
      2026 | COMERCIO DE COMBUSTIVEIS LINCOLN ELY LTDA                                                                                                      |               2 |      200.00
      2026 | CSD Comércio de Combustíveis Ltda.                                                                                                             |               1 |      200.00
      2026 | POSTO MACACO LTDA                                                                                                                              |               2 |      200.00
      2026 | COM DE COMB E LUB TELES CAVALCANTE LTDA                                                                                                        |               1 |      200.00
      2026 | L DA COSTA VELOSO NETO                                                                                                                         |               1 |      200.00
      2026 | Posto Magalhaes XI                                                                                                                             |               1 |      200.00
      2026 | COTRIM E MELO COMBUSTIVEIS LTDA                                                                                                                |               1 |      200.00
      2026 | POSTO MAHLE SANTA RITA LTDA                                                                                                                    |               1 |      200.00
      2026 | POSTO MAIA LTDA                                                                                                                                |               1 |      200.00
      2026 | AUTO POSTO JARDIM OCEANICO DA BARRA LTDA                                                                                                       |               1 |      200.00
      2026 | POSTO MALLON CENTRO LTDA                                                                                                                       |               1 |      200.00
      2026 | AUTO POSTO DE ABASTECIMENTO DO PRE LTDA                                                                                                        |               1 |      200.00
      2026 | INVESTGAS LOCACAO E INVESTIMENTOS LTDA                                                                                                         |               2 |      200.00
      2026 | POSTO CARONE LTDA (PLAZA)                                                                                                                      |               1 |      200.00
      2026 | AUTO POSTO INTERLAKEN L2 LTDA                                                                                                                  |               1 |      200.00
      2026 | A Gazeta do Povo                                                                                                                               |               1 |      200.00
      2026 | M. A. C. COMBUSTIVEIS E LUBRIFICANTES LTDA                                                                                                     |               1 |      200.00
      2026 | POSTO MERITI 1 LTDA                                                                                                                            |               2 |      200.00
      2026 | CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA                                                                                                  |               1 |      200.00
      2026 | MACAU COMBUSTIVEIS LTDA                                                                                                                        |               1 |      200.00
      2026 | AUTO POSTO VNI LTDA                                                                                                                            |               1 |      200.00
      2026 | POSTO MG 111 LTDA                                                                                                                              |               1 |      200.00
      2026 | BRITO E PENA LTDA                                                                                                                              |               1 |      200.00
      2026 | COOP TRITICOLA MISTA CAMPO NOVO LTDA                                                                                                           |               1 |      200.00
      2026 | POSTO CASAGRANDE LTDA                                                                                                                          |               1 |      200.00
      2026 | POSTO CATALÃO LTDA                                                                                                                             |               1 |      200.00
      2026 | AUTO POSTO MASP CATARINA LTDA                                                                                                                  |               1 |      200.00
      2026 | AUTO POSTO IGUACU LTDA                                                                                                                         |               1 |      200.00
      2026 | Bredo Bistro                                                                                                                                   |               1 |      200.00
      2026 | POSTO CAUIPE                                                                                                                                   |               1 |      200.00
      2026 | SIM REDE DE POSTOS LTDA - CANELA CENTRO                                                                                                        |               1 |      200.00
      2026 | IPE COMERCIO DE COMBUSTIVEIS LTDA                                                                                                              |               1 |      200.00
      2026 | AUTO POSTO JABUCA LTDA EPP                                                                                                                     |               1 |      200.00
      2026 | POSTO VISAO LTDA                                                                                                                               |               1 |      200.00
      2026 | SEF COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA                                                                                              |               1 |      200.00
      2026 | COMERCIO VAREJISTA DE COMBUSTIVEIS JARDIM RIVIERA LTDA                                                                                         |               1 |      200.00
      2026 | AUTO POSTO INAJA LTDA wal                                                                                                                      |               2 |      200.00
      2026 | V C H COMBUSTIVEIS LTDA                                                                                                                        |               1 |      200.00
      2026 | POSTO DE COMB CARLAO LTDA                                                                                                                      |               2 |      200.00
      2026 | Radio Gloria                                                                                                                                   |               1 |      200.00
      2026 | AGUIAR PETROLEO E LOCACOES LTDA SANTA MARIA                                                                                                    |               1 |      200.00
      2026 | REDE DE POSTOS APOLO LTDA - FILIAL 09                                                                                                          |               1 |      200.00
      2026 | AUTO POSTO MAXX XVI LTDA                                                                                                                       |               1 |      200.00
      2026 | POSTO PETROPNEUS BOM RETIRO LTDA                                                                                                               |               1 |      200.00
      2026 | AUTO POSTO YAS MARINA LTDA                                                                                                                     |               1 |      200.00
      2026 | IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE                                                                                        |               6 |      200.00
      2026 | POSTO DE COMB BERWANGER LTDA                                                                                                                   |               1 |      200.00
      2026 | COML BUFFON COMB E TRANSP LTDA - POSTO 42                                                                                                      |               1 |      200.00
      2026 | REDE COMÉRCIO DE COMBUSTIVÉL                                                                                                                   |               1 |      200.00
      2026 | SOL DOURADO AUTO SERVICE LTDA                                                                                                                  |               1 |      200.00
      2026 | ANTONIO PINHEIRO DA CRUZ                                                                                                                       |               1 |      200.00
      2026 | POSTO MM 040 LTDA                                                                                                                              |               1 |      200.00
      2026 | AUTO SERVICO LORENCAO LTDA                                                                                                                     |               1 |      200.00
      2026 | LUCIENE ANDRADE QUELHO DOS SANTOS LTDA                                                                                                         |               2 |      200.00
      2026 | LUCIANO S. MALLMANN                                                                                                                            |               1 |      200.00
      2026 | STM COM. DE COMB. LTDA                                                                                                                         |               1 |      200.00
      2026 | bicas express comercio de combustiveis ltda                                                                                                    |               1 |      200.00
      2026 | POSTO DE ABASTECIMENTO SAMUARA LTDA FILIAL                                                                                                     |               1 |      200.00
      2026 | SANTO ANTONIO DERIVADOS DE PETROLEO LTDA                                                                                                       |               4 |      200.00
      2026 | IRMAOS ALCANTARA E CIA LTDA                                                                                                                    |               1 |      200.00
      2026 | POSTO PASSARELA LTDA                                                                                                                           |               1 |      200.00
      2026 | POSTO VICOM LTDA                                                                                                                               |               1 |      200.00
      2026 | POSTO PARK TAMANDARE LTDA - ME                                                                                                                 |               1 |      200.00
      2026 | SIM REDE DE POSTOS LTDA - PAROBE                                                                                                               |               1 |      200.00
      2026 | CHAC COMERCIAL DE COMBUSTIVEIS LTDA                                                                                                            |               1 |      200.00
      2026 | AUTO SERVICO PRIMEIRO DO BRASIL LTDA                                                                                                           |               1 |      200.00
      2026 | AUTO SHOPPING QL 06 COMERCIO DE DERIV DE PETROLEO LTDA                                                                                         |               1 |      200.00
      2026 | COML BUFFON COMB E TRANSP LTDA - POSTO 92                                                                                                      |               1 |      200.00
      2026 | AUTO POSTO NOVA IPANEMA LTDA                                                                                                                   |               1 |      200.00
      2026 | ALFA COMERCIO DE COMBUSTIVEIS LTDA                                                                                                             |               1 |      200.00
      2026 | COML DE COMB BLEY LTDA                                                                                                                         |               1 |      200.00
      2026 | POSTO MORRINHOS LTDA ME                                                                                                                        |               1 |      200.00
      2026 | M P COMUNICACAO VISUAL LTDA                                                                                                                    |               1 |      200.00
      2026 | COML DE COMB PAINEIRA LTDA                                                                                                                     |               1 |      200.00
      2026 | BEETHOVEN B EMPR LTDA                                                                                                                          |               1 |      200.00
      2026 | PARADAO AUTO POSTO LTDA                                                                                                                        |               1 |      200.00
      2026 | ANDRADE GODOY COMBUSTIVEIS LTDA                                                                                                                |               1 |      200.00
      2026 | ANA ROZI MARQUES BRUM                                                                                                                          |               1 |      200.00
      2026 | AUTO POSTO MOINHO VELHO LT                                                                                                                     |               1 |      200.00
      2026 | ALMEIDA CAMPOS DERIV DE PETROL LTDA                                                                                                            |               1 |      200.00
      2026 | AUTO POSTO IMOLA LTDA.                                                                                                                         |               1 |      200.00
      2026 | ALMEIDA E ALMEIDA                                                                                                                              |               1 |      200.00
      2026 | VG Comércio de Combustível Ltda.                                                                                                               |               2 |      200.00
      2026 | POSTO NEMAR LTDA                                                                                                                               |               1 |      200.00
      2026 | COMPLETA AI SERTANEJO LTDA                                                                                                                     |               1 |      200.00
      2026 | F DE A S CAMPOS COMBUSTIVEIS LTDA..                                                                                                            |               1 |      200.00
      2026 | POSTO DANTE LTDA                                                                                                                               |               1 |      200.00
      2026 | ZAFALON POSTO NOVA ESPERANCA LTDA                                                                                                              |               1 |      200.00
      2026 | POSTO N SRA DO ROSARIO LTDA                                                                                                                    |               1 |      200.00
      2026 | COM DE COMB CAVALINHO LTDA F22 PORTAO                                                                                                          |               1 |      200.00
      2026 | ALTOE REVENDEDORA DE COMBUST LTDA                                                                                                              |               1 |      200.00
      2026 | FELIPE A. PICK LTDA NOVO                                                                                                                       |               1 |      200.00
      2026 | BARBOSA E ANJOS LTDA                                                                                                                           |               1 |      200.00
      2026 | RANZAN GRAF LTDA - EPP                                                                                                                         |               1 |      200.00
      2026 | POSTO NOSSA SENHORA APARECIDA LTDA                                                                                                             |               1 |      200.00
      2026 | FERREIRA E QUEIROZ DERIVADOS DE PETROLEO LTDA                                                                                                  |               1 |      200.00
      2026 | M. R. VIERO &amp; CIA LTDA                                                                                                                     |               1 |      200.00
      2026 | LIG COMBUSTIVEIS E SERVICOS LTDA - POSTO LIG                                                                                                   |               1 |      200.00
      2026 | FERREIRA E VARGAS LTDA                                                                                                                         |               1 |      200.00
      2026 | AUTO POSTO COASUL - DOIS VIZINHOS                                                                                                              |               1 |      200.00
      2026 | LIMA JORNALISMO LTDA                                                                                                                           |               1 |      200.00
      2026 | Posto Dom Pedro                                                                                                                                |               1 |      200.00
      2026 | GERALDO BELO MIRANDA LTDA                                                                                                                      |               1 |      200.00
      2026 | POSTO DE GASOLINA FHC LTDA                                                                                                                     |               1 |      200.00
      2026 | AUTO POSTO ARINELLA BROOKLIN LTDA                                                                                                              |               1 |      200.00
      2026 | AUTOPOSTO SANTOS DUMONT LTDA                                                                                                                   |               1 |      200.00
      2026 | AUTO POSTO BR 116 LTDA                                                                                                                         |               1 |      200.00
      2026 | AUTO POSTO ARIZONA                                                                                                                             |               1 |      200.00
      2026 | JOSE CARLOS DA ROSA LAVAÇÃO                                                                                                                    |               2 |      200.00
      2026 | POSTO DE GASOLINA GASOAL LTDA ME                                                                                                               |               1 |      200.00
      2026 | AUTO POSTO ASAVEL LTDA                                                                                                                         |               1 |      200.00
      2026 | Rota 153 Comercio de Derivados de Petroleo Ltda - Me                                                                                           |               1 |      200.00
      2026 | AUTO POSTO RIO BRANCO LTDA                                                                                                                     |               1 |      200.00
      2026 | AUTO POSTO SANTA TEREZINHA DE AVARE LTDA                                                                                                       |               1 |      200.00
      2026 | NVC COMERCIO DE COMBUSTIVEIS EIRELI                                                                                                            |               1 |      200.00
      2026 | AUTO POSTO ALASKA LTDA                                                                                                                         |               1 |      200.00
      2026 | AUTO POSTO BRASIL PETRO RIO VERDE LTDA                                                                                                         |               1 |      200.00
