"idVotacao";"uriVotacao";"dataHoraVoto";"voto";"deputado_id";"deputado_uri";"deputado_nome";"deputado_siglaPartido";"deputado_uriPartido";"deputado_siglaUf";"deputado_idLegislatura";"deputado_urlFoto"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:54";"Não";"74057";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"Alice Portugal";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74057.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:25";"Não";"178927";"https://dadosabertos.camara.leg.br/api/v2/deputados/178927";"Aliel Machado";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/178927.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:57";"Não";"226708";"https://dadosabertos.camara.leg.br/api/v2/deputados/226708";"Allan Garcês";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MA";"57";"https://www.camara.leg.br/internet/deputado/bandep/226708.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:20";"Não";"178881";"https://dadosabertos.camara.leg.br/api/v2/deputados/178881";"Aluisio Mendes";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"MA";"57";"https://www.camara.leg.br/internet/deputado/bandep/178881.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:29";"Não";"220707";"https://dadosabertos.camara.leg.br/api/v2/deputados/220707";"Amanda Gentil";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220707.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:32";"Não";"204356";"https://dadosabertos.camara.leg.br/api/v2/deputados/204356";"Amaro Neto";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"ES";"57";"https://www.camara.leg.br/internet/deputado/bandep/204356.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:21";"Não";"220715";"https://dadosabertos.camara.leg.br/api/v2/deputados/220715";"Amom Mandel";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"AM";"57";"https://www.camara.leg.br/internet/deputado/bandep/220715.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:30";"Não";"107970";"https://dadosabertos.camara.leg.br/api/v2/deputados/107970";"Ana Paula Leão";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/107970.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:54";"Não";"220556";"https://dadosabertos.camara.leg.br/api/v2/deputados/220556";"Ana Paula Lima";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/220556.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:29";"Não";"220632";"https://dadosabertos.camara.leg.br/api/v2/deputados/220632";"Ana Pimentel";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/220632.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:26";"Não";"204423";"https://dadosabertos.camara.leg.br/api/v2/deputados/204423";"André Ferreira";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/204423.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:36";"Não";"204515";"https://dadosabertos.camara.leg.br/api/v2/deputados/204515";"André Janones";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/204515.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:08";"Não";"220676";"https://dadosabertos.camara.leg.br/api/v2/deputados/220676";"Andreia Siqueira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"PA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220676.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:12";"Não";"220544";"https://dadosabertos.camara.leg.br/api/v2/deputados/220544";"Antonio Andrade";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"TO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220544.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:35";"Não";"220638";"https://dadosabertos.camara.leg.br/api/v2/deputados/220638";"Antonio Carlos Rodrigues";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220638.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:33";"Não";"220675";"https://dadosabertos.camara.leg.br/api/v2/deputados/220675";"Antônio Doido";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"PA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220675.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:01";"Não";"220549";"https://dadosabertos.camara.leg.br/api/v2/deputados/220549";"Any Ortiz";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220549.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:34";"Não";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"Arlindo Chinaglia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/73433.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:26:21";"Não";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/141391.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:19:55";"Artigo 17";"160541";"https://dadosabertos.camara.leg.br/api/v2/deputados/160541";"Arthur Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"AL";"57";"https://www.camara.leg.br/internet/deputado/bandep/160541.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:01";"Não";"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"Átila Lins";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"AM";"57";"https://www.camara.leg.br/internet/deputado/bandep/74090.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:14";"Não";"123086";"https://dadosabertos.camara.leg.br/api/v2/deputados/123086";"Átila Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PI";"57";"https://www.camara.leg.br/internet/deputado/bandep/123086.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:31";"Não";"220577";"https://dadosabertos.camara.leg.br/api/v2/deputados/220577";"Augusto Puppio";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"AP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220577.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:28:02";"Não";"160512";"https://dadosabertos.camara.leg.br/api/v2/deputados/160512";"Aureo Ribeiro";"SOLIDARIEDADE";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/160512.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:26";"Não";"69871";"https://dadosabertos.camara.leg.br/api/v2/deputados/69871";"Bacelar";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/69871.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:17";"Não";"220605";"https://dadosabertos.camara.leg.br/api/v2/deputados/220605";"Bandeira de Mello";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220605.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:45";"Não";"220612";"https://dadosabertos.camara.leg.br/api/v2/deputados/220612";"Bebeto";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220612.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:46";"Não";"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"Benedita da Silva";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/73701.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:15";"Não";"109429";"https://dadosabertos.camara.leg.br/api/v2/deputados/109429";"Benes Leocádio";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RN";"57";"https://www.camara.leg.br/internet/deputado/bandep/109429.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:20";"Não";"220683";"https://dadosabertos.camara.leg.br/api/v2/deputados/220683";"Beto Richa";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220683.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:08";"Sim";"204374";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"Bia Kicis";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"DF";"57";"https://www.camara.leg.br/internet/deputado/bandep/204374.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:38";"Não";"204388";"https://dadosabertos.camara.leg.br/api/v2/deputados/204388";"Bibo Nunes";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/204388.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:49";"Não";"160538";"https://dadosabertos.camara.leg.br/api/v2/deputados/160538";"Bohn Gass";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/160538.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:46";"Não";"220635";"https://dadosabertos.camara.leg.br/api/v2/deputados/220635";"Bruno Ganem";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/220635.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:53";"Sim";"220574";"https://dadosabertos.camara.leg.br/api/v2/deputados/220574";"Cabo Gilberto Silva";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PB";"57";"https://www.camara.leg.br/internet/deputado/bandep/220574.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:16";"Não";"204572";"https://dadosabertos.camara.leg.br/api/v2/deputados/204572";"Capitão Alberto Neto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"AM";"57";"https://www.camara.leg.br/internet/deputado/bandep/204572.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:20";"Sim";"220690";"https://dadosabertos.camara.leg.br/api/v2/deputados/220690";"Capitão Alden";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220690.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:49";"Não";"178829";"https://dadosabertos.camara.leg.br/api/v2/deputados/178829";"Capitão Augusto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/178829.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:53";"Sim";"204507";"https://dadosabertos.camara.leg.br/api/v2/deputados/204507";"Carla Zambelli";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/204507.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:25:05";"Não";"178993";"https://dadosabertos.camara.leg.br/api/v2/deputados/178993";"Carlos Henrique Gaguim";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"TO";"57";"https://www.camara.leg.br/internet/deputado/bandep/178993.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:05";"Não";"204460";"https://dadosabertos.camara.leg.br/api/v2/deputados/204460";"Carlos Jordy";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/204460.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:22";"Não";"74262";"https://dadosabertos.camara.leg.br/api/v2/deputados/74262";"Carlos Sampaio";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/74262.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:26";"Não";"164360";"https://dadosabertos.camara.leg.br/api/v2/deputados/164360";"Carmen Zanotto";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/164360.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:26:08";"Não";"220704";"https://dadosabertos.camara.leg.br/api/v2/deputados/220704";"Carol Dartora";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220704.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:14";"Não";"220699";"https://dadosabertos.camara.leg.br/api/v2/deputados/220699";"Castro Neto";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PI";"57";"https://www.camara.leg.br/internet/deputado/bandep/220699.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:43";"Não";"178876";"https://dadosabertos.camara.leg.br/api/v2/deputados/178876";"Célio Silveira";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"GO";"57";"https://www.camara.leg.br/internet/deputado/bandep/178876.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:58";"Não";"204504";"https://dadosabertos.camara.leg.br/api/v2/deputados/204504";"Cezinha de Madureira";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP";"57";"https://www.camara.leg.br/internet/deputado/bandep/204504.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:56";"Não";"205476";"https://dadosabertos.camara.leg.br/api/v2/deputados/205476";"Charles Fernandes";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/205476.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:22";"Sim";"74171";"https://dadosabertos.camara.leg.br/api/v2/deputados/74171";"Chico Alencar";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/74171.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:30";"Não";"220665";"https://dadosabertos.camara.leg.br/api/v2/deputados/220665";"Clarissa Tércio";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/220665.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:21";"Não";"74537";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Claudio Cajado";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74537.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:40";"Não";"141408";"https://dadosabertos.camara.leg.br/api/v2/deputados/141408";"Cleber Verde";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"MA";"57";"https://www.camara.leg.br/internet/deputado/bandep/141408.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:19";"Não";"98148";"https://dadosabertos.camara.leg.br/api/v2/deputados/98148";"Cobalchini";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/98148.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:49";"Não";"220594";"https://dadosabertos.camara.leg.br/api/v2/deputados/220594";"Coronel Assis";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"MT";"57";"https://www.camara.leg.br/internet/deputado/bandep/220594.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:21";"Não";"204378";"https://dadosabertos.camara.leg.br/api/v2/deputados/204378";"Coronel Chrisóstomo";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RO";"57";"https://www.camara.leg.br/internet/deputado/bandep/204378.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:16";"Não";"220595";"https://dadosabertos.camara.leg.br/api/v2/deputados/220595";"Coronel Fernanda";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"MT";"57";"https://www.camara.leg.br/internet/deputado/bandep/220595.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:46";"Não";"220666";"https://dadosabertos.camara.leg.br/api/v2/deputados/220666";"Coronel Meira";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PE";"57";"https://www.camara.leg.br/internet/deputado/bandep/220666.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:43";"Não";"220590";"https://dadosabertos.camara.leg.br/api/v2/deputados/220590";"Coronel Ulysses";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"AC";"57";"https://www.camara.leg.br/internet/deputado/bandep/220590.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:06";"Não";"178963";"https://dadosabertos.camara.leg.br/api/v2/deputados/178963";"Covatti Filho";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/178963.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:49";"Não";"220608";"https://dadosabertos.camara.leg.br/api/v2/deputados/220608";"Cristiane Lopes";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220608.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:21";"Não";"204355";"https://dadosabertos.camara.leg.br/api/v2/deputados/204355";"Da Vitoria";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"ES";"57";"https://www.camara.leg.br/internet/deputado/bandep/204355.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:42";"Não";"220555";"https://dadosabertos.camara.leg.br/api/v2/deputados/220555";"Daiana Santos";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/220555.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:25:34";"Não";"220692";"https://dadosabertos.camara.leg.br/api/v2/deputados/220692";"Dal Barreto";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/220692.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:58";"Não";"74467";"https://dadosabertos.camara.leg.br/api/v2/deputados/74467";"Damião Feliciano";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"PB";"57";"https://www.camara.leg.br/internet/deputado/bandep/74467.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:31";"Não";"220629";"https://dadosabertos.camara.leg.br/api/v2/deputados/220629";"Dandara";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"57";"https://www.camara.leg.br/internet/deputado/bandep/220629.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:44";"Não";"220603";"https://dadosabertos.camara.leg.br/api/v2/deputados/220603";"Dani Cunha";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/220603.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:44";"Não";"220571";"https://dadosabertos.camara.leg.br/api/v2/deputados/220571";"Daniel Agrobom";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"GO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220571.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:35";"Não";"74060";"https://dadosabertos.camara.leg.br/api/v2/deputados/74060";"Daniel Almeida";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"57";"https://www.camara.leg.br/internet/deputado/bandep/74060.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:25:51";"Não";"220582";"https://dadosabertos.camara.leg.br/api/v2/deputados/220582";"Daniel Barbosa";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"AL";"57";"https://www.camara.leg.br/internet/deputado/bandep/220582.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:12";"Sim";"204367";"https://dadosabertos.camara.leg.br/api/v2/deputados/204367";"Daniel Freitas";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/204367.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:56";"Não";"204459";"https://dadosabertos.camara.leg.br/api/v2/deputados/204459";"Daniela do Waguinho";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RJ";"57";"https://www.camara.leg.br/internet/deputado/bandep/204459.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:23:29";"Não";"220557";"https://dadosabertos.camara.leg.br/api/v2/deputados/220557";"Daniela Reinehr";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"57";"https://www.camara.leg.br/internet/deputado/bandep/220557.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:21:14";"Não";"62881";"https://dadosabertos.camara.leg.br/api/v2/deputados/62881";"Danilo Forte";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"CE";"57";"https://www.camara.leg.br/internet/deputado/bandep/62881.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:07";"Não";"160552";"https://dadosabertos.camara.leg.br/api/v2/deputados/160552";"Danrlei de Deus Hinterholz";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"RS";"57";"https://www.camara.leg.br/internet/deputado/bandep/160552.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:24:17";"Não";"220659";"https://dadosabertos.camara.leg.br/api/v2/deputados/220659";"Dayany Bittencourt";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"CE";"57";"https://www.camara.leg.br/internet/deputado/bandep/220659.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:22:24";"Não";"220539";"https://dadosabertos.camara.leg.br/api/v2/deputados/220539";"Defensor Stélio Dener";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"RR";"57";"https://www.camara.leg.br/internet/deputado/bandep/220539.jpg"
"1548579-186";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1548579-186";"2024-11-19T18:20:10";"Não";"220565";"https://dadosabertos.camara.leg.br/api/v2/deputados/220565";"Delegada Adriana Accorsi";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"GO";"57";"https://www.camara.leg.br/internet/deputado/bandep/220565.jpg"
