"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604125";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604125";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"36";"";"EMP 36 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604126";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604126";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"37";"";"EMP 37 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604133";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604133";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"38";"";"EMP 38 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604134";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604134";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025";"870";"EMP";"39";"";"EMP 39 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604152";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604152";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"40";"";"EMP 40 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604164";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604164";"Requer a retirada das Emendas de Plenário nº 19 e nº 20 constantes ao PL 278/2026.";"312";"REQ";"1068";"2026";"REQ 1068/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604168";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604168";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"41";"";"EMP 41 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604170";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604170";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"42";"";"EMP 42 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604171";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604171";"Dá nova redação ao inciso III, §2º do art. 2º - A da Lei nº 11.508, de 20 de julho de 2007; para modernizar o regime das Zonas de Processamento de Exportação (ZPE), adequando-o às operações de serviços tecnológicos, digitais e vinculados à exportação.";"870";"EMP";"43";"";"EMP 43 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604185";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604185";"Acrescenta o art. 15-E à Lei nº 9.074/1995, para viabilizar a conexão direta entre unidades geradoras e consumidores eletrointensivos, como datacenters.";"870";"EMP";"44";"";"EMP 44 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604186";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604186";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"45";"";"EMP 45 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604187";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604187";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"46";"";"EMP 46 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604211";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604211";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"47";"";"EMP 47 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604224";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604224";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"48";"";"EMP 48 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604227";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604227";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"49";"";"EMP 49 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604231";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604231";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"50";"";"EMP 50 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604258";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604258";"Requer a retirada de tramitação da Emenda de Plenário nº 40, apresentada ao PL 278/2026.";"312";"REQ";"1073";"2026";"REQ 1073/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604260";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604260";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"51";"";"EMP 51 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604264";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604264";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"52";"";"EMP 52 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604265";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604265";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"53";"";"EMP 53 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604266";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604266";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"54";"";"EMP 54 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604267";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604267";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"55";"";"EMP 55 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604268";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604268";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"56";"";"EMP 56 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604270";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604270";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"57";"";"EMP 57 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604282";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604282";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"58";"";"EMP 58 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604283";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604283";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"59";"";"EMP 59 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604284";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604284";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"60";"";"EMP 60 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604286";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604286";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"61";"";"EMP 61 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604289";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604289";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"62";"";"EMP 62 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604290";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604290";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"63";"";"EMP 63 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604300";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604300";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"64";"";"EMP 64 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604302";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604302";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"65";"";"EMP 65 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604304";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604304";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"66";"";"EMP 66 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604305";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604305";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"67";"";"EMP 67 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604306";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604306";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"68";"";"EMP 68 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604308";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604308";"Destaque de Emenda - PL 278/2026";"1011";"DTQ";"2";"";"DTQ 2 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604309";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604309";"Votação Nominal do Destaque de Emenda - PL 278/2026-Destaque de Emenda - PL 278/2026";"1054";"RPD";"17";"";"RPD 17 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604310";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604310";"Destaque de Emenda - PL 278/2026";"1011";"DTQ";"3";"";"DTQ 3 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604319";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604319";"Dá nova redação ao inciso III, §2º do art. 2º - A da Lei nº 11.508, de 20 de julho de 2007 e aos aos arts. 6º-B, 6º-C, 6º-G, 8º, 21-A e 21-C da Lei nº 11.508, de 20 de julho de 2007; acresce os arts. 2º-A e 6º-I; e revoga o § 5º do art. 21-C, para modernizar o regime das Zonas de Processamento de Exportação (ZPE), adequando-o às operações de serviços tecnológicos, digitais e vinculados à exportação.";"870";"EMP";"69";"";"EMP 69 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604322";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604322";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"891";"PRLP";"1";"";"PRLP 1 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604325";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604325";"Altera o Projeto de Lei nº 278, de 2026, para reconhecer o Gás Natural, o Biometano como fontes aptas ao atendimento dos critérios de sustentabilidade energética aplicáveis aos serviços de datacenter.";"870";"EMP";"70";"";"EMP 70 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604327";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604327";"Requer a retirada de tramitação da Emenda de Plenário nº 50, apresentada ao PL 278/2026.";"312";"REQ";"1085";"2026";"REQ 1085/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604332";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604332";"Destaque para Votação em Separado - PL 278/2026";"846";"DTQ";"4";"";"DTQ 4 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604333";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604333";"Votação Nominal do Destaque para Votação em Separado - PL 278/2026-Destaque para Votação em Separado - PL 278/2026";"1053";"RPD";"18";"";"RPD 18 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604335";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604335";"Requerimento Procedimental Genérico - PL 278/2026";"890";"RPD";"19";"";"RPD 19 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604339";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604339";"Destaque de Emenda - PL 278/2026";"1011";"DTQ";"5";"";"DTQ 5 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604341";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604341";"Votação Nominal do Destaque de Emenda - PL 278/2026-Destaque de Emenda - PL 278/2026";"1054";"RPD";"20";"";"RPD 20 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604343";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604343";"Destaque de Emenda - PL 278/2026";"1011";"DTQ";"6";"";"DTQ 6 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604344";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604344";"Votação Nominal do Destaque de Emenda - PL 278/2026-Destaque de Emenda - PL 278/2026";"1054";"RPD";"21";"";"RPD 21 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604346";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604346";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"71";"";"EMP 71 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604348";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604348";"Requerimento Procedimental Genérico - PL 278/2026";"889";"RPDR";"1";"2026";"RPDR 1/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604349";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604349";"Destaque de Emenda - PL 278/2026";"1011";"DTQ";"7";"";"DTQ 7 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604350";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604350";"Votação Nominal do Destaque de Emenda - PL 278/2026-Destaque de Emenda - PL 278/2026";"1054";"RPD";"22";"";"RPD 22 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604352";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604352";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"72";"";"EMP 72 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604353";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604353";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"73";"";"EMP 73 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604354";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604354";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"74";"";"EMP 74 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604367";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604367";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"75";"";"EMP 75 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604368";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604368";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"76";"";"EMP 76 => PL 278/2026"
"2600838-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2600838-46";"2026-02-24";"Rejeitada a Emenda de Plenário nº 68. Sim: 105; Não: 232; Total: 337.";"2604369";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2604369";"Altera a Lei nº 11.196, de 21 de novembro de 2005, para instituir o Regime Especial de Tributação para Serviços de Datacenter – REDATA, e a Lei nº 15.211, de 17 de setembro de 2025.";"870";"EMP";"77";"";"EMP 77 => PL 278/2026"
